商品长编码,商品名称,批次,仓库类型,仓库编码,仓库名称,库存组织,即时库存,可用库存,预占库存,锁定库存,待收数,生产日期,到期日期,销售预占,创建时间,更新时间,更新人
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,28240506G,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,38,38,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20240501G,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,31,31,0,0,0,,,0,,,
A.A.13.01.AA130133I,天然博士DHA藻油凝胶糖果Ⅰ型（90粒）礼盒装,20240901G,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,4,4,0,0,0,,,0,,,
A.A.13.01.AA130133I,天然博士DHA藻油凝胶糖果Ⅰ型（90粒）礼盒装,20250303G,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,20,20,0,0,0,,,0,,,
A.A.13.01.AA130133C,天然博士DHA藻油凝胶糖果Ⅰ型（20粒）赠品装,20250202G,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,1080,1080,0,0,0,,,0,,,
A.A.13.01.AA130140A,天然博士维生素D软胶囊(30粒)赠品装(8ug),20241101G,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,576,576,0,0,0,,,0,,,
A.A.13.01.AA130141A,天然博士钙铁锌多种维生素撒剂Ⅲ段（30袋）盒装,20240401A,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,12,12,0,0,0,,,0,,,
A.A.13.01.AA130136G,天然博士钙铁锌多种维生素撒剂Ⅱ段（30袋）盒装,20250301A,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,12,12,0,0,0,,,0,,,
A.A.01.03.AA010311G,汤臣倍健大豆磷脂软胶囊升级版（240粒）,20250306G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,1555,1555,0,0,0,,,0,,,
A.A.16.01.AA160119B,"Life-Space Slimu益生菌固体饮料(200亿, S) 10袋",20250301P,逻辑仓,BY125,LS电商大贸产成品（珠海）合格仓,广东佰悦网络科技有限公司,17010,17010,0,0,0,,,0,,,
A.A.06.01.AA060108,汤臣倍健健力多钙维生素D片电商装（30片）,20250304D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,16111,16111,0,0,0,,,0,,,
A.A.06.01.AA060102CQ,健力多氨糖软骨素钙片电商专供装100片*3礼盒装,20250322D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,240,240,0,0,0,,,0,,,
A.A.06.01.AA060113,汤臣倍健健力多钙维生素D维生素K片（100片）电商专供装,20240701D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,480,480,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20250301D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,1056,1056,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20250312D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,13284,13284,0,0,0,,,0,,,
A.A.06.01.AA060121A,健力多Ca-mini钙维生素D片电商装（60片）,20250304D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,6528,6528,0,0,0,,,0,,,
A.A.06.01.AA060121A,健力多Ca-mini钙维生素D片电商装（60片）,20250303D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,1152,1152,0,0,0,,,0,,,
A.A.006.AA0060003,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（180片）,20250301D,逻辑仓,3.2.618,股份RDC佰悦华北共享仓,汤臣倍健股份有限公司,400,400,0,0,0,,,0,,,
A.A.01.03.AA010306AC,汤臣倍健鱼油软胶囊升级版（100粒）,20240101,逻辑仓,SDS031,食代说退货仓,珠海食代说食品有限公司,470,470,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20221221-666,逻辑仓,BT91,佰腾电商华南顺丰仓,广东佰腾药业有限公司,-1032,-1032,0,0,0,,,0,,,
A.A.13.01.AA130133I,天然博士DHA藻油凝胶糖果Ⅰ型（90粒）礼盒装,20221221-666,逻辑仓,BT91,佰腾电商华南顺丰仓,广东佰腾药业有限公司,-24,-24,0,0,0,,,0,,,
A.A.13.01.AA130133C,天然博士DHA藻油凝胶糖果Ⅰ型（20粒）赠品装,20221221-666,逻辑仓,BT91,佰腾电商华南顺丰仓,广东佰腾药业有限公司,-1080,-1080,0,0,0,,,0,,,
A.A.13.01.AA130140A,天然博士维生素D软胶囊(30粒)赠品装(8ug),20221221-666,逻辑仓,BT91,佰腾电商华南顺丰仓,广东佰腾药业有限公司,-792,-792,0,0,0,,,0,,,
A.A.13.01.AA130141A,天然博士钙铁锌多种维生素撒剂Ⅲ段（30袋）盒装,20221221-666,逻辑仓,BT91,佰腾电商华南顺丰仓,广东佰腾药业有限公司,-12,-12,0,0,0,,,0,,,
A.A.13.01.AA130136G,天然博士钙铁锌多种维生素撒剂Ⅱ段（30袋）盒装,20221221-666,逻辑仓,BT91,佰腾电商华南顺丰仓,广东佰腾药业有限公司,-12,-12,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250379G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,20775,20775,0,0,0,,,0,,,
A.A.01.01.AA010169D,汤臣倍健锌咀嚼片-超级飞侠装（60片）,20250301D,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,1296,1296,0,0,0,,,0,,,
A.A.01.03.AA010311G,汤臣倍健大豆磷脂软胶囊升级版（240粒）,20250304G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,3984,3984,0,0,0,,,0,,,
A.A.01.04.AA010426F,汤臣倍健铁叶酸片升级版（60片）,20250302D,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,1956,1956,0,0,0,,,0,,,
A.A.24.01.AA240104A,维满C维生素C咀嚼片（4-13岁） （60片）,20250301D,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,2052,2052,0,0,0,,,0,,,
A.A.01.03.AA010306AC,汤臣倍健鱼油软胶囊升级版（100粒）,20250327G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,1848,1848,0,0,0,,,0,,,
A.A.01.01.AA010190P,汤臣倍健维生素E软胶囊优惠装升级版（60粒×2）,20250302G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,368,368,0,0,0,,,0,,,
A.A.01.01.AA010179AD,汤臣倍健维生素C片（甜橙味）优惠装升级版（100片×2）,20250308D,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,1560,1560,0,0,0,,,0,,,
A.A.01.01.AA010169D,汤臣倍健锌咀嚼片-超级飞侠装（60片）,20250301D,逻辑仓,YY032,药业产成品（昆山）合格仓,汤臣倍健药业有限公司,1872,1872,0,0,0,,,0,,,
A.A.001.AA0010041D,汤臣倍健白金蛋白粉礼盒（200g*2）,20250305V,逻辑仓,YY032,药业产成品（昆山）合格仓,汤臣倍健药业有限公司,4721,4721,0,0,0,,,0,,,
A.A.13.01.AA130144A,天然博士DHA藻油核桃油凝胶糖果小包装（6粒）,20250301G,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,104939,104939,0,0,0,,,0,,,
A.A.030.AA0300002D,健安适水飞蓟葛根丹参片（60片）,20250202D,逻辑仓,BJ114,佰嘉产成品（珠海京东特渠）合格仓,广东佰嘉药业有限公司,34,34,0,0,0,,,0,,,
A.A.001.AA0010021B,汤臣倍健金装蛋白粉（单袋盒装）,20250401V,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,144000,144000,0,0,0,,,0,,,
A.A.01.05.AA010520E,汤臣倍健鱼油牛磺酸锌软胶囊-超级飞侠装（90粒）,20250302G,逻辑仓,YY121,药业产成品（北京）合格仓,汤臣倍健药业有限公司,1403,1403,0,0,0,,,0,,,
A.A.01.05.AA010520E,汤臣倍健鱼油牛磺酸锌软胶囊-超级飞侠装（90粒）,20250302G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,4608,4608,0,0,0,,,0,,,
A.A.01.05.AA010520E,汤臣倍健鱼油牛磺酸锌软胶囊-超级飞侠装（90粒）,20250302G,逻辑仓,YY032,药业产成品（昆山）合格仓,汤臣倍健药业有限公司,1879,1879,0,0,0,,,0,,,
A.A.01.05.AA010520E,汤臣倍健鱼油牛磺酸锌软胶囊-超级飞侠装（90粒）,20250302G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,6956,6956,0,0,0,,,0,,,
A.A.01.01.AA010188B,汤臣倍健维生素C维生素E咀嚼片升级版（60片）,20250301D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,2,2,0,0,0,,,0,,,
A.A.16.01.AA160105,life.space益生菌粉（20袋）,20250325P,逻辑仓,BJ035,佰嘉产成品（成都）合格仓,广东佰嘉药业有限公司,14921,14921,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250370G,逻辑仓,YY042,药业产成品（成都）不合格仓,汤臣倍健药业有限公司,3,3,0,0,0,,,0,,,
A.A.01.03.AA010306AC,汤臣倍健鱼油软胶囊升级版（100粒）,20250328G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,1885,1885,0,0,0,,,0,,,
A.A.01.03.AA010311F,汤臣倍健大豆磷脂软胶囊升级版（120粒）,20250305G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,2324,2324,0,0,0,,,0,,,
A.A.01.01.AA010175D,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）,20250303D,逻辑仓,YY032,药业产成品（昆山）合格仓,汤臣倍健药业有限公司,468,468,0,0,0,,,0,,,
A.A.24.01.AA240104A,维满C维生素C咀嚼片（4-13岁） （60片）,20250301D,逻辑仓,YY121,药业产成品（北京）合格仓,汤臣倍健药业有限公司,2772,2772,0,0,0,,,0,,,
A.A.01.01.AA010175D,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）,20250303D,逻辑仓,YY121,药业产成品（北京）合格仓,汤臣倍健药业有限公司,1548,1548,0,0,0,,,0,,,
A.A.01.01.AA010175D,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）,20250302D,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,7200,7200,0,0,0,,,0,,,
A.A.01.01.AA010168D,汤臣倍健钙铁锌咀嚼片-超级飞侠装（60片）,20250309D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,479,479,0,0,0,,,0,,,
A.A.01.01.AA010123N,汤臣倍健维生素C咀嚼片升级版（60片）,20250302D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,2328,2328,0,0,0,,,0,,,
A.A.01.01.AA010168D,汤臣倍健钙铁锌咀嚼片-超级飞侠装（60片）,20250309D,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,6213,6213,0,0,0,,,0,,,
A.A.01.01.AA010168D,汤臣倍健钙铁锌咀嚼片-超级飞侠装（60片）,20250308D,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,6575,6575,0,0,0,,,0,,,
A.A.01.07.AA010721V,汤臣倍健辅酶Q10维生素E软胶囊彩盒装升级版（60粒）,20250303G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,3955,3955,0,0,0,,,0,,,
A.A.06.01.AA060111J,健力多氨糖硫酸软骨素加钙片（80片）电商装,20250301D,逻辑仓,BY045,佰悦电商珠海合格仓,广东佰悦网络科技有限公司,48,48,0,0,0,,,0,,,
A.A.058.AA0580001A,YEP钙片电商专供（120片）,20250301D,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,1614,1614,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250388G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,13165,13165,0,0,0,,,0,,,
A.A.01.01.AA010184A,V-mini维生素E软胶囊（成人）（100粒）电商装,20250301G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,6572,6572,0,0,0,,,0,,,
A.A.01.03.AA010306AC,汤臣倍健鱼油软胶囊升级版（100粒）,20250325G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,65,65,0,0,0,,,0,,,
A.A.01.07.AA010721V,汤臣倍健辅酶Q10维生素E软胶囊彩盒装升级版（60粒）,20250303G,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,1047,1047,0,0,0,,,0,,,
A.A.09.02.AA090208,健乐多钙维生素D运动营养片（酸奶味）（60片）,20250302A,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,3540,3540,0,0,0,,,0,,,
A.A.06.01.AA060121,健力多Ca-mini钙维生素D片电商装（120片）,20250301D,逻辑仓,BY045,佰悦电商珠海合格仓,广东佰悦网络科技有限公司,17232,17232,0,0,0,,,0,,,
A.A.24.01.AA240104A,维满C维生素C咀嚼片（4-13岁） （60片）,20250301D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,2471,2471,0,0,0,,,0,,,
A.A.01.01.AA010190Q,汤臣倍健维生素E软胶囊彩盒装升级版（200粒）,20250101G,逻辑仓,012801.YPH.ZH001,南京神行众华共享仓,广州麦优网络科技有限公司,-25,-25,0,0,0,,,0,,,
A.A.01.04.AA010440C,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级版,20250308K,逻辑仓,012801.YPH.ZH001,南京神行众华共享仓,广州麦优网络科技有限公司,-3411,-3411,0,0,0,,,0,,,
A.A.01.04.AA010440C,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级版,20250309K,逻辑仓,012801.YPH.ZH001,南京神行众华共享仓,广州麦优网络科技有限公司,-1688,-1688,0,0,0,,,0,,,
A.A.01.04.AA010440C,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级版,20250307K,逻辑仓,012801.YPH.ZH001,南京神行众华共享仓,广州麦优网络科技有限公司,-1201,-1201,0,0,0,,,0,,,
A.A.01.02.AA010208AP,汤臣倍健牛初乳加钙咀嚼片优惠装（60片×2）-超级飞侠装,20240902D,逻辑仓,012801.YPH.ZH001,南京神行众华共享仓,广州麦优网络科技有限公司,-140,-140,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250370G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,5773,5773,0,0,0,,,0,,,
A.A.06.01.AA060101AK,健力多氨糖软骨素钙片电商装瓶装（40片）,20250313D,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,9600,9600,0,0,0,,,0,,,
A.A.06.01.AA060113,汤臣倍健健力多钙维生素D维生素K片（100片）电商专供装,20240701D,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,672,672,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20250314D,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,19018,19018,0,0,0,,,0,,,
A.A.006.AA0060003,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（180片）,20250301D,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,400,400,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20250209D,逻辑仓,3.2.654,股份RDC佰悦华南顺丰共享仓,汤臣倍健股份有限公司,7440,7440,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250378G,逻辑仓,YY121,药业产成品（北京）合格仓,汤臣倍健药业有限公司,14400,14400,0,0,0,,,0,,,
A.A.006.AA0060003A,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（280片）,20250330N,逻辑仓,BJ105,佰嘉产成品（北京）合格仓,广东佰嘉药业有限公司,7897,7897,0,0,0,,,0,,,
A.A.001.AA0010021C,汤臣倍健金装蛋白粉便携装（12袋）,20250306V,逻辑仓,YY032,药业产成品（昆山）合格仓,汤臣倍健药业有限公司,7800,7800,0,0,0,,,0,,,
A.A.13.01.AA130136G,天然博士钙铁锌多种维生素撒剂Ⅱ段（30袋）盒装,20250303A,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,1274,1274,0,0,0,,,0,,,
A.A.13.01.AA130141A,天然博士钙铁锌多种维生素撒剂Ⅲ段（30袋）盒装,20250301A,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,1961,1961,0,0,0,,,0,,,
A.A.01.01.AA010164Q,汤臣倍健多维女士多种维生素矿物质片彩盒装升级版（60片）,20250309D,逻辑仓,YY121,药业产成品（北京）合格仓,汤臣倍健药业有限公司,936,936,0,0,0,,,0,,,
A.A.001.AA0010039B,汤臣倍健星钻蛋白粉礼盒（300gx2）,20250302F,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,12664,12664,0,0,0,,,0,,,
A.A.001.AA0010039B,汤臣倍健星钻蛋白粉礼盒（300gx2）,20250301F,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,4305,4305,0,0,0,,,0,,,
A.A.01.07.AA010758B,汤臣倍健辅酶Q10软胶囊电商专供装升级版(90粒),20250302G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,11099,11099,0,0,0,,,0,,,
A.A.01.07.AA010756J,汤臣倍健褪黑素片（牛奶味）彩盒装升级版（90片）,20250302D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,1717,1717,0,0,0,,,0,,,
A.A.01.07.AA010732B,汤臣倍健角鲨烯软胶囊升级版（100粒）,20250301G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,3492,3492,0,0,0,,,0,,,
A.A.001.AA0010039,汤臣倍健星钻蛋白粉（650g）,20250309F,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,9718,9718,0,0,0,,,0,,,
A.A.001.AA0010039,汤臣倍健星钻蛋白粉（650g）,20250308F,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,401,401,0,0,0,,,0,,,
A.A.06.01.AA060116,健力多多种矿物质维生素D维生素K咀嚼片电商装（90片）,20250312D,逻辑仓,BY045,佰悦电商珠海合格仓,广东佰悦网络科技有限公司,11916,11916,0,0,0,,,0,,,
A.A.19.01.AA190111,无限能灵芝孢子油软胶囊（80粒）纸盒装,20250301G,逻辑仓,BY045,佰悦电商珠海合格仓,广东佰悦网络科技有限公司,571,571,0,0,0,,,0,,,
A.A.01.04.AA010413I,汤臣倍健葡萄籽维生素C加E片(90片)电商专供装,20250301D,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,7804,7804,0,0,0,,,0,,,
A.A.16.01.AA160119C,Life-Space Slimu益生菌固体饮料 (200亿，S）12袋,20250301P,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,17,17,0,0,0,,,0,,,
A.A.01.01.AA010164Q,汤臣倍健多维女士多种维生素矿物质片彩盒装升级版（60片）,20250309D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,5168,5168,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250387G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,26546,26546,0,0,0,,,0,,,
A.A.01.01.AA010175D,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）,20250302D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,4167,4167,0,0,0,,,0,,,
A.A.01.01.AA010175D,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）,20250303D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,1518,1518,0,0,0,,,0,,,
A.A.13.01.AA130141A,天然博士钙铁锌多种维生素撒剂Ⅲ段（30袋）盒装,20250302A,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,2050,2050,0,0,0,,,0,,,
A.A.001.AA0010021C,汤臣倍健金装蛋白粉便携装（12袋）,20250307V,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,15885,15885,0,0,0,,,0,,,
